risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
7957,6617,Very Good,769,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
7958,6618,Fair,609,High,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7959,6619,Excellent,786,High,<40K,Employed,2023-01-01,2099-12-31,True
7960,6620,Very Good,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
7961,6620,Fair,605,High,40K-60K,Employed,2025-01-01,2099-12-31,True
7962,6621,Excellent,804,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7963,6622,Very Good,734,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
7964,6623,Good,708,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7965,6624,Fair,620,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
7966,6625,Good,674,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7967,6626,Very Good,772,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7968,6627,No Score,,New/Thin File,90K-125K,Newcomer/Temporary,2023-01-01,2024-12-31,False
7969,6627,Very Good,754,Medium,90K-125K,Newcomer/Temporary,2025-01-01,2099-12-31,True
7970,6628,Very Good,731,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
7971,6629,Fair,622,High,<40K,Self-employed,2023-01-01,2099-12-31,True
7972,6630,Good,665,Medium,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
7973,6631,Excellent,810,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7974,6632,Fair,602,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
7975,6633,Good,690,High,60K-90K,Unemployed,2023-01-01,2099-12-31,True
7976,6634,Good,683,Medium,<40K,Employed,2023-01-01,2099-12-31,True
7977,6635,Good,722,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7978,6636,Fair,647,Low,60K-90K,Student,2023-01-01,2099-12-31,True
7979,6637,Poor,543,High,200K+,Employed,2023-01-01,2099-12-31,True
7980,6638,Good,684,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
7981,6639,Good,676,Medium,200K+,Retired,2023-01-01,2099-12-31,True
7982,6640,Poor,,High,125K-200K,Employed,2023-01-01,2024-12-31,False
7983,6640,Good,721,High,125K-200K,Employed,2025-01-01,2099-12-31,True
7984,6641,Good,692,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
7985,6642,Very Good,737,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
7986,6643,Good,709,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
7987,6644,Very Good,776,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7988,6645,Good,713,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
7989,6646,Poor,559,High,90K-125K,Employed,2023-01-01,2099-12-31,True
7990,6647,Very Good,768,Low,90K-125K,Student,2023-01-01,2099-12-31,True
7991,6648,Very Good,753,High,125K-200K,Employed,2023-01-01,2099-12-31,True
7992,6649,Very Good,766,Low,200K+,Employed,2023-01-01,2099-12-31,True
7993,6650,Good,712,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
7994,6651,Good,710,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
7995,6652,Excellent,840,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
7996,6653,Very Good,761,Low,<40K,Retired,2023-01-01,2099-12-31,True
7997,6654,Good,706,Medium,200K+,Employed,2023-01-01,2099-12-31,True
7998,6655,Fair,656,High,<40K,Student,2023-01-01,2099-12-31,True
7999,6656,Good,719,Low,90K-125K,Unemployed,2023-01-01,2099-12-31,True
8000,6657,Good,,New/Thin File,200K+,Employed,2023-01-01,2024-12-31,False
8001,6657,Fair,601,Low,200K+,Employed,2025-01-01,2099-12-31,True
8002,6658,No Score,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
8003,6658,Fair,654,High,90K-125K,Employed,2025-01-01,2099-12-31,True
8004,6659,Good,724,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8005,6660,Fair,615,New/Thin File,<40K,Employed,2023-01-01,2099-12-31,True
8006,6661,Fair,641,High,60K-90K,Employed,2023-01-01,2099-12-31,True
8007,6662,Good,692,Low,<40K,Employed,2023-01-01,2099-12-31,True
8008,6663,Poor,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
8009,6663,Very Good,743,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
8010,6664,Fair,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
8011,6664,Very Good,762,High,<40K,Employed,2025-01-01,2099-12-31,True
8012,6665,Fair,641,High,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
8013,6666,Very Good,734,Low,125K-200K,Student,2023-01-01,2099-12-31,True
8014,6667,Fair,590,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8015,6668,Poor,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
8016,6668,Good,722,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
8017,6669,Good,673,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8018,6670,Poor,568,Low,40K-60K,Student,2023-01-01,2099-12-31,True
8019,6671,Very Good,,Low,60K-90K,Unemployed,2023-01-01,2024-12-31,False
8020,6671,Poor,557,Low,60K-90K,Unemployed,2025-01-01,2099-12-31,True
8021,6672,Good,698,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8022,6673,Good,695,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8023,6674,Fair,,New/Thin File,90K-125K,Self-employed,2023-01-01,2024-12-31,False
8024,6674,Good,704,Low,90K-125K,Self-employed,2025-01-01,2099-12-31,True
8025,6675,Very Good,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
8026,6675,Good,713,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
8027,6676,Good,717,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
8028,6677,Very Good,768,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8029,6678,Good,699,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8030,6679,Very Good,729,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
8031,6680,Fair,610,High,60K-90K,Employed,2023-01-01,2099-12-31,True
8032,6681,Good,,High,60K-90K,Student,2023-01-01,2024-12-31,False
8033,6681,Good,686,Low,60K-90K,Student,2025-01-01,2099-12-31,True
8034,6682,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
8035,6682,Very Good,739,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
8036,6683,Fair,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
8037,6683,Good,712,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
8038,6684,Good,669,Medium,200K+,Newcomer/Temporary,2023-01-01,2099-12-31,True
8039,6685,Fair,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
8040,6685,Good,662,New/Thin File,<40K,Employed,2025-01-01,2099-12-31,True
8041,6686,Good,683,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
8042,6687,Very Good,763,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8043,6688,Good,713,New/Thin File,<40K,Self-employed,2023-01-01,2099-12-31,True
8044,6689,Good,716,High,125K-200K,Employed,2023-01-01,2099-12-31,True
8045,6690,Excellent,824,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
8046,6691,Very Good,748,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8047,6692,Good,687,Low,<40K,Employed,2023-01-01,2099-12-31,True
8048,6693,Poor,557,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8049,6694,Fair,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
8050,6694,Very Good,773,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
8051,6695,Excellent,,High,60K-90K,Newcomer/Temporary,2023-01-01,2024-12-31,False
8052,6695,No Score,,Medium,60K-90K,Newcomer/Temporary,2025-01-01,2099-12-31,True
8053,6696,Good,676,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
8054,6697,Fair,654,High,60K-90K,Employed,2023-01-01,2099-12-31,True
8055,6698,Very Good,739,Low,<40K,Employed,2023-01-01,2099-12-31,True
8056,6699,Very Good,754,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8057,6700,Good,696,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8058,6701,Very Good,774,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
8059,6702,Good,690,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8060,6703,Fair,591,High,60K-90K,Retired,2023-01-01,2099-12-31,True
8061,6704,Good,689,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
8062,6705,Good,714,Medium,40K-60K,Unemployed,2023-01-01,2099-12-31,True
8063,6706,Very Good,,New/Thin File,60K-90K,Self-employed,2023-01-01,2024-12-31,False
8064,6706,Good,667,Low,60K-90K,Self-employed,2025-01-01,2099-12-31,True
8065,6707,Very Good,741,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8066,6708,Good,722,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
8067,6709,Good,,New/Thin File,60K-90K,Retired,2023-01-01,2024-12-31,False
8068,6709,Fair,653,High,60K-90K,Retired,2025-01-01,2099-12-31,True
8069,6710,Good,678,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8070,6711,Very Good,763,Low,<40K,Employed,2023-01-01,2099-12-31,True
8071,6712,Very Good,767,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8072,6713,Fair,602,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8073,6714,Fair,646,Low,<40K,Employed,2023-01-01,2099-12-31,True
8074,6715,Good,692,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
8075,6716,Fair,629,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8076,6717,Very Good,767,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8077,6718,Good,668,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8078,6719,Very Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
8079,6719,Good,710,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
8080,6720,Very Good,775,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8081,6721,Good,709,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8082,6722,Excellent,831,Low,<40K,Retired,2023-01-01,2099-12-31,True
8083,6723,Good,704,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
8084,6724,Fair,608,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8085,6725,Fair,610,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8086,6726,No Score,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
8087,6726,No Score,,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
8088,6727,Very Good,764,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8089,6728,Good,683,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8090,6729,Fair,590,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
8091,6730,Fair,608,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8092,6731,Very Good,770,Low,200K+,Employed,2023-01-01,2099-12-31,True
8093,6732,Good,712,High,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8094,6733,Fair,609,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8095,6734,Excellent,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
8096,6734,Excellent,794,High,40K-60K,Employed,2025-01-01,2099-12-31,True
8097,6735,Fair,649,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8098,6736,Very Good,740,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8099,6737,Very Good,730,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8100,6738,Very Good,,Medium,40K-60K,Student,2023-01-01,2024-12-31,False
8101,6738,Poor,574,High,40K-60K,Student,2025-01-01,2099-12-31,True
8102,6739,Fair,657,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
8103,6740,Good,722,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8104,6741,Good,,High,125K-200K,Employed,2023-01-01,2024-12-31,False
8105,6741,Poor,570,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
8106,6742,Very Good,741,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
8107,6743,Good,,Medium,60K-90K,Retired,2023-01-01,2024-12-31,False
8108,6743,Good,696,New/Thin File,60K-90K,Retired,2025-01-01,2099-12-31,True
8109,6744,Good,678,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8110,6745,Fair,639,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8111,6746,Fair,613,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
8112,6747,Good,712,New/Thin File,125K-200K,Retired,2023-01-01,2099-12-31,True
8113,6748,No Score,,High,60K-90K,Student,2023-01-01,2024-12-31,False
8114,6748,Poor,571,High,60K-90K,Student,2025-01-01,2099-12-31,True
8115,6749,Good,681,Low,90K-125K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8116,6750,Good,664,Low,<40K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8117,6751,Good,721,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8118,6752,Very Good,732,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
8119,6753,Excellent,790,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
8120,6754,Good,696,Low,<40K,Employed,2023-01-01,2099-12-31,True
8121,6755,Fair,626,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8122,6756,Good,671,High,<40K,Retired,2023-01-01,2099-12-31,True
8123,6757,Excellent,814,Medium,200K+,Retired,2023-01-01,2099-12-31,True
8124,6758,Fair,604,High,60K-90K,Employed,2023-01-01,2099-12-31,True
8125,6759,Good,677,Low,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8126,6760,Good,712,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8127,6761,Good,,Medium,40K-60K,Unemployed,2023-01-01,2024-12-31,False
8128,6761,Very Good,737,High,40K-60K,Unemployed,2025-01-01,2099-12-31,True
8129,6762,Good,694,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
8130,6763,Good,678,High,125K-200K,Self-employed,2023-01-01,2099-12-31,True
8131,6764,Good,701,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8132,6765,Very Good,746,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8133,6766,Very Good,751,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
8134,6767,Poor,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
8135,6767,Fair,636,High,90K-125K,Employed,2025-01-01,2099-12-31,True
8136,6768,Good,723,Low,<40K,Employed,2023-01-01,2099-12-31,True
8137,6769,Excellent,823,Medium,<40K,Retired,2023-01-01,2099-12-31,True
8138,6770,Excellent,836,High,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8139,6771,Very Good,763,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8140,6772,No Score,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
8141,6772,Fair,657,High,60K-90K,Employed,2025-01-01,2099-12-31,True
8142,6773,Very Good,726,Low,<40K,Retired,2023-01-01,2099-12-31,True
8143,6774,Good,694,New/Thin File,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8144,6775,Fair,582,High,<40K,Employed,2023-01-01,2099-12-31,True
8145,6776,Good,701,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
8146,6777,Very Good,741,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8147,6778,Good,667,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8148,6779,Excellent,797,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8149,6780,Good,667,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8150,6781,Good,710,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
8151,6782,Good,667,Low,125K-200K,Retired,2023-01-01,2099-12-31,True
8152,6783,Fair,596,High,125K-200K,Employed,2023-01-01,2099-12-31,True
8153,6784,No Score,,Low,90K-125K,Retired,2023-01-01,2099-12-31,True
8154,6785,Good,696,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
8155,6786,Poor,,High,125K-200K,Employed,2023-01-01,2024-12-31,False
8156,6786,Good,669,Low,125K-200K,Employed,2025-01-01,2099-12-31,True
8157,6787,Excellent,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
8158,6787,Good,698,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
8159,6788,Good,697,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8160,6789,Very Good,732,High,60K-90K,Retired,2023-01-01,2099-12-31,True
8161,6790,Good,678,Medium,<40K,Retired,2023-01-01,2099-12-31,True
8162,6791,Fair,588,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8163,6792,Fair,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
8164,6792,Fair,607,High,60K-90K,Employed,2025-01-01,2099-12-31,True
8165,6793,Very Good,746,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
8166,6794,Poor,554,High,200K+,Employed,2023-01-01,2099-12-31,True
8167,6795,No Score,,Medium,200K+,Employed,2023-01-01,2024-12-31,False
8168,6795,Good,676,High,200K+,Employed,2025-01-01,2099-12-31,True
8169,6796,Fair,637,High,<40K,Employed,2023-01-01,2099-12-31,True
8170,6797,Excellent,834,Low,<40K,Employed,2023-01-01,2099-12-31,True
8171,6798,Fair,639,High,90K-125K,Unemployed,2023-01-01,2099-12-31,True
8172,6799,Excellent,797,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8173,6800,Fair,625,High,40K-60K,Student,2023-01-01,2099-12-31,True
8174,6801,Good,671,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
8175,6802,No Score,,Low,<40K,Employed,2023-01-01,2099-12-31,True
8176,6803,Fair,,New/Thin File,60K-90K,Student,2023-01-01,2024-12-31,False
8177,6803,Good,696,Low,60K-90K,Student,2025-01-01,2099-12-31,True
8178,6804,Good,669,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8179,6805,Very Good,727,New/Thin File,40K-60K,Employed,2023-01-01,2099-12-31,True
8180,6806,Good,692,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8181,6807,Excellent,836,Low,200K+,Retired,2023-01-01,2099-12-31,True
8182,6808,Very Good,747,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8183,6809,Good,679,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8184,6810,Very Good,758,Low,<40K,Student,2023-01-01,2099-12-31,True
8185,6811,Fair,,New/Thin File,<40K,Newcomer/Temporary,2023-01-01,2024-12-31,False
8186,6811,Fair,641,High,<40K,Newcomer/Temporary,2025-01-01,2099-12-31,True
8187,6812,Very Good,739,High,125K-200K,Employed,2023-01-01,2099-12-31,True
8188,6813,Excellent,836,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8189,6814,Poor,,New/Thin File,60K-90K,Retired,2023-01-01,2024-12-31,False
8190,6814,Good,661,Medium,60K-90K,Retired,2025-01-01,2099-12-31,True
8191,6815,Good,694,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
8192,6816,Good,661,Low,<40K,Employed,2023-01-01,2099-12-31,True
8193,6817,Excellent,784,Low,<40K,Unemployed,2023-01-01,2099-12-31,True
8194,6818,No Score,,High,90K-125K,Self-employed,2023-01-01,2024-12-31,False
8195,6818,Good,671,Medium,90K-125K,Self-employed,2025-01-01,2099-12-31,True
8196,6819,Excellent,,New/Thin File,<40K,Employed,2023-01-01,2024-12-31,False
8197,6819,Fair,641,High,<40K,Employed,2025-01-01,2099-12-31,True
8198,6820,No Score,,New/Thin File,125K-200K,Student,2023-01-01,2024-12-31,False
8199,6820,Fair,634,High,125K-200K,Student,2025-01-01,2099-12-31,True
8200,6821,Poor,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
8201,6821,Good,703,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
8202,6822,Good,661,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8203,6823,Good,712,New/Thin File,60K-90K,Employed,2023-01-01,2099-12-31,True
8204,6824,Very Good,776,Low,200K+,Student,2023-01-01,2099-12-31,True
8205,6825,Good,713,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8206,6826,Excellent,846,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
8207,6827,Very Good,754,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
8208,6828,Excellent,790,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
8209,6829,Excellent,,High,<40K,Retired,2023-01-01,2024-12-31,False
8210,6829,Fair,631,High,<40K,Retired,2025-01-01,2099-12-31,True
8211,6830,Fair,583,High,125K-200K,Student,2023-01-01,2099-12-31,True
8212,6831,Fair,646,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
8213,6832,Good,722,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
8214,6833,Good,712,New/Thin File,60K-90K,Self-employed,2023-01-01,2099-12-31,True
8215,6834,Fair,619,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8216,6835,No Score,,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
8217,6836,Good,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
8218,6836,Very Good,738,Low,<40K,Employed,2025-01-01,2099-12-31,True
8219,6837,Excellent,,Low,<40K,Self-employed,2023-01-01,2024-12-31,False
8220,6837,Good,665,High,<40K,Self-employed,2025-01-01,2099-12-31,True
8221,6838,Very Good,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
8222,6838,Good,676,New/Thin File,40K-60K,Employed,2025-01-01,2099-12-31,True
8223,6839,Very Good,725,Low,<40K,Retired,2023-01-01,2099-12-31,True
8224,6840,Good,676,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8225,6841,Fair,641,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8226,6842,Good,715,Low,<40K,Retired,2023-01-01,2099-12-31,True
8227,6843,Very Good,733,Medium,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
8228,6844,No Score,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
8229,6844,Fair,612,High,60K-90K,Employed,2025-01-01,2099-12-31,True
8230,6845,Very Good,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
8231,6845,Very Good,739,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
8232,6846,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
8233,6846,Good,697,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
8234,6847,Very Good,734,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
8235,6848,Good,,High,40K-60K,Student,2023-01-01,2024-12-31,False
8236,6848,Good,697,Low,40K-60K,Student,2025-01-01,2099-12-31,True
8237,6849,Poor,538,High,40K-60K,Employed,2023-01-01,2099-12-31,True
8238,6850,Good,693,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
8239,6851,Excellent,835,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
8240,6852,Good,674,Low,60K-90K,Student,2023-01-01,2099-12-31,True
8241,6853,Excellent,,Low,60K-90K,Newcomer/Temporary,2023-01-01,2024-12-31,False
8242,6853,Good,707,Low,60K-90K,Newcomer/Temporary,2025-01-01,2099-12-31,True
8243,6854,No Score,,High,200K+,Retired,2023-01-01,2024-12-31,False
8244,6854,Good,669,Medium,200K+,Retired,2025-01-01,2099-12-31,True
8245,6855,Good,686,Low,200K+,Employed,2023-01-01,2099-12-31,True
8246,6856,Very Good,755,Medium,200K+,Employed,2023-01-01,2099-12-31,True
8247,6857,Good,677,Medium,<40K,Employed,2023-01-01,2099-12-31,True
8248,6858,Very Good,764,High,60K-90K,Employed,2023-01-01,2099-12-31,True
8249,6859,No Score,,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
8250,6860,Poor,574,High,90K-125K,Employed,2023-01-01,2099-12-31,True
